#,Taxonomy,Class,Template Name,File Folder,Filename,Image,Tag,Mask,Resolution,Top,Left,Width,Height,Points,Text Annotation,Minimal Top,Minimal Left,Minimal Width,Minimal Height,Attributes
451,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ciaa199.pdf-001-b.png",images/9a90075083cb27f017d9f752e082062138a5730d.png,tags/9a90075083cb27f017d9f752e082062138a5730d_xK5sE6ws9wkxawhMk.png,masks/9a90075083cb27f017d9f752e082062138a5730d_xK5sE6ws9wkxawhMk.png,466x395,106,193,113,177,,"undefined",106,193,113,177,
452,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ciaa199.pdf-001-b.png",images/9a90075083cb27f017d9f752e082062138a5730d.png,tags/9a90075083cb27f017d9f752e082062138a5730d_C4tEma2Smcbo7ZMek.png,masks/9a90075083cb27f017d9f752e082062138a5730d_C4tEma2Smcbo7ZMek.png,466x395,65,251,120,268,,"undefined",65,251,120,268,
453,,"COVID-19 Right Lung","Right Lung",,"ciaa199.pdf-001-b.png",images/9a90075083cb27f017d9f752e082062138a5730d.png,tags/9a90075083cb27f017d9f752e082062138a5730d_3cGA8asDK3Ju8wanP.png,masks/9a90075083cb27f017d9f752e082062138a5730d_3cGA8asDK3Ju8wanP.png,466x395,62,84,139,265,,"undefined",62,84,139,265,
454,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-2.jpg",images/6f479299514c9ae612e50a2eb2e71a3d1c802628.jpg,tags/6f479299514c9ae612e50a2eb2e71a3d1c802628_J7vQHToSmmfbhdv5k.png,masks/6f479299514c9ae612e50a2eb2e71a3d1c802628_J7vQHToSmmfbhdv5k.png,1446x1262,0,499,185,612,,"undefined",0,499,185,612,
455,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-2.jpg",images/6f479299514c9ae612e50a2eb2e71a3d1c802628.jpg,tags/6f479299514c9ae612e50a2eb2e71a3d1c802628_roHrjsbJexEKCbvid.png,masks/6f479299514c9ae612e50a2eb2e71a3d1c802628_roHrjsbJexEKCbvid.png,1446x1262,378,411,580,611,,"undefined",378,411,580,611,
456,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-2.jpg",images/6f479299514c9ae612e50a2eb2e71a3d1c802628.jpg,tags/6f479299514c9ae612e50a2eb2e71a3d1c802628_tndQCkga7WquQ3CZ3.png,masks/6f479299514c9ae612e50a2eb2e71a3d1c802628_tndQCkga7WquQ3CZ3.png,1446x1262,614,148,936,356,,"undefined",614,148,936,356,
457,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"covid-19-pneumonia-2.jpg",images/6f479299514c9ae612e50a2eb2e71a3d1c802628.jpg,tags/6f479299514c9ae612e50a2eb2e71a3d1c802628_Xc27dHrq9huzrFRib.png,masks/6f479299514c9ae612e50a2eb2e71a3d1c802628_Xc27dHrq9huzrFRib.png,1446x1262,233,645,441,713,,"undefined",233,645,441,713,
458,,"COVID-19 Right Lung","Right Lung",,"covid-19-pneumonia-2.jpg",images/6f479299514c9ae612e50a2eb2e71a3d1c802628.jpg,tags/6f479299514c9ae612e50a2eb2e71a3d1c802628_wGRK7sXNYAXMFhiAN.png,masks/6f479299514c9ae612e50a2eb2e71a3d1c802628_wGRK7sXNYAXMFhiAN.png,1446x1262,243,140,425,741,,"undefined",243,140,425,741,
459,,"COVID-19 Airways","Airways",,"auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/060632ccbb36d2041142bc0c4b4e95816e5cbed7.jpg,tags/060632ccbb36d2041142bc0c4b4e95816e5cbed7_BeRuRPBThDEaLaExn.png,masks/060632ccbb36d2041142bc0c4b4e95816e5cbed7_BeRuRPBThDEaLaExn.png,880x891,0,311,193,358,,"undefined",0,311,193,358,
460,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/060632ccbb36d2041142bc0c4b4e95816e5cbed7.jpg,tags/060632ccbb36d2041142bc0c4b4e95816e5cbed7_TpYwCu4GDRpLgHZEq.png,masks/060632ccbb36d2041142bc0c4b4e95816e5cbed7_TpYwCu4GDRpLgHZEq.png,880x891,144,279,481,463,,"undefined",144,279,481,463,
461,,"COVID-19 Consolidation","Consolidation",,"auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/060632ccbb36d2041142bc0c4b4e95816e5cbed7.jpg,tags/060632ccbb36d2041142bc0c4b4e95816e5cbed7_oxApKdtsw987YnH8o.png,masks/060632ccbb36d2041142bc0c4b4e95816e5cbed7_oxApKdtsw987YnH8o.png,880x891,309,665,159,185,,"undefined",309,665,159,185,
462,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/060632ccbb36d2041142bc0c4b4e95816e5cbed7.jpg,tags/060632ccbb36d2041142bc0c4b4e95816e5cbed7_FoTBaABLBFYH3XABW.png,masks/060632ccbb36d2041142bc0c4b4e95816e5cbed7_FoTBaABLBFYH3XABW.png,880x891,128,543,213,291,,"undefined",128,543,213,291,
463,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/060632ccbb36d2041142bc0c4b4e95816e5cbed7.jpg,tags/060632ccbb36d2041142bc0c4b4e95816e5cbed7_TZCYfz33Y5WeefWg4.png,masks/060632ccbb36d2041142bc0c4b4e95816e5cbed7_TZCYfz33Y5WeefWg4.png,880x891,60,427,435,613,,"undefined",60,427,435,613,
464,,"COVID-19 Right Lung","Right Lung",,"auntminnie-b-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/060632ccbb36d2041142bc0c4b4e95816e5cbed7.jpg,tags/060632ccbb36d2041142bc0c4b4e95816e5cbed7_imZKJuXqZHQ4t7prG.png,masks/060632ccbb36d2041142bc0c4b4e95816e5cbed7_imZKJuXqZHQ4t7prG.png,880x891,56,12,334,578,,"undefined",56,12,334,578,
465,,"COVID-19 Airways","Airways",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,tags/203990e3b714d4594ddfa6650d251c648d748105_EFDekMXbJgy3pL8EQ.png,masks/203990e3b714d4594ddfa6650d251c648d748105_EFDekMXbJgy3pL8EQ.png,2386x1835,0,904,548,975,,"undefined",0,904,548,975,
466,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,tags/203990e3b714d4594ddfa6650d251c648d748105_ZG8vzGQb3ohqZLbC3.png,masks/203990e3b714d4594ddfa6650d251c648d748105_ZG8vzGQb3ohqZLbC3.png,2386x1835,419,717,1214,1283,,"undefined",419,717,1214,1283,
467,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,tags/203990e3b714d4594ddfa6650d251c648d748105_ktdeSCwwn5rEnT4gY.png,masks/203990e3b714d4594ddfa6650d251c648d748105_ktdeSCwwn5rEnT4gY.png,2386x1835,0,1032,60,405,,"undefined",0,1032,60,405,
468,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,tags/203990e3b714d4594ddfa6650d251c648d748105_LgEq3RMuYvQNX5nZm.png,masks/203990e3b714d4594ddfa6650d251c648d748105_LgEq3RMuYvQNX5nZm.png,2386x1835,238,138,2056,1271,,"undefined",238,138,2056,1271,
469,,"COVID-19 Monitoring Probes","Monitoring Probes",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,,,2386x1835,0,0,2386,1835,,"undefined",,,,,
470,,"COVID-19 Right Lung","Right Lung",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,tags/203990e3b714d4594ddfa6650d251c648d748105_m8CbMmZ6cocGpShXX.png,masks/203990e3b714d4594ddfa6650d251c648d748105_m8CbMmZ6cocGpShXX.png,2386x1835,216,119,915,1309,,"undefined",216,119,915,1309,
471,,"COVID-19 Tubings","Tubings",,"covid-19-pneumonia-12.jpg",images/203990e3b714d4594ddfa6650d251c648d748105.jpg,tags/203990e3b714d4594ddfa6650d251c648d748105_YYc4Tz4mjMBA8uKvM.png,masks/203990e3b714d4594ddfa6650d251c648d748105_YYc4Tz4mjMBA8uKvM.png,2386x1835,0,0,2386,1178,,"undefined",0,0,2386,1178,
472,,"COVID-19 Tubings","Tubings",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_K7ctMT5x97M78AQ7F.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_K7ctMT5x97M78AQ7F.png,625x707,0,274,351,571,,"undefined",0,274,351,571,
473,,"COVID-19 Right Lung","Right Lung",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_GNGkFjZiWhuEDmaGo.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_GNGkFjZiWhuEDmaGo.png,625x707,110,27,237,412,,"undefined",110,27,237,412,
474,,"COVID-19 Nosogastric Tube","Nosogastric Tube",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_ivu6pBfLiXNHHjZCG.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_ivu6pBfLiXNHHjZCG.png,625x707,0,618,7,10,,"undefined",0,618,7,10,
475,,"COVID-19 Monitoring Probes","Monitoring Probes",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,,,625x707,0,0,625,707,,"undefined",,,,,
476,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_bBSNF5QwHYxf3jLg8.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_bBSNF5QwHYxf3jLg8.png,625x707,95,309,284,467,,"undefined",95,309,284,467,
477,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_QCa2YSFQo4GmARbi4.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_QCa2YSFQo4GmARbi4.png,625x707,186,33,557,362,,"undefined",186,33,557,362,
478,,"COVID-19 Consolidation","Consolidation",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_KqqismCKmpwWfGAo8.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_KqqismCKmpwWfGAo8.png,625x707,0,0,10,9,,"undefined",0,0,10,9,
479,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_bPtMTfYCjGQzzdigc.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_bPtMTfYCjGQzzdigc.png,625x707,199,203,311,376,,"undefined",199,203,311,376,
480,,"COVID-19 Airways","Airways",,"all14238-fig-0001-m-c.jpg",images/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad.jpg,tags/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_eNHStnPccY7DEicAJ.png,masks/d7faa08e2215805ac4338c6f58f8e5ec3c8174ad_eNHStnPccY7DEicAJ.png,625x707,31,219,153,317,,"undefined",31,219,153,317,
481,,"COVID-19 Airways","Airways",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_C2MfyFRYwKSs2bELJ.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_C2MfyFRYwKSs2bELJ.png,790x631,0,311,155,298,,"undefined",0,311,155,298,
482,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_PG9HdNP5owCMX7kpw.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_PG9HdNP5owCMX7kpw.png,790x631,145,298,286,391,,"undefined",145,298,286,391,
483,,"COVID-19 Consolidation","Consolidation",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_gJoq3KCBxv4wbWDTN.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_gJoq3KCBxv4wbWDTN.png,790x631,137,86,644,376,,"undefined",137,86,644,376,
484,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_BkL9zQQYKuAjSBiho.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_BkL9zQQYKuAjSBiho.png,790x631,0,395,45,122,,"undefined",0,395,45,122,
485,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_oDXGyZfr9XFFHPvCE.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_oDXGyZfr9XFFHPvCE.png,790x631,0,40,642,543,,"undefined",0,40,642,543,
486,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_jF9muEScq2tddf5Cv.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_jF9muEScq2tddf5Cv.png,790x631,1,437,324,596,,"undefined",1,437,324,596,
487,,"COVID-19 Monitoring Probes","Monitoring Probes",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,,,790x631,0,0,790,631,,"undefined",,,,,
488,,"COVID-19 Nosogastric Tube","Nosogastric Tube",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_kg73cd4xRPJJXWJ4r.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_kg73cd4xRPJJXWJ4r.png,790x631,0,392,140,631,,"undefined",0,392,140,631,
489,,"COVID-19 Right Lung","Right Lung",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_N4v9PnDW6AAAgbexi.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_N4v9PnDW6AAAgbexi.png,790x631,2,39,360,543,,"undefined",2,39,360,543,
490,,"COVID-19 Tubings","Tubings",,"ARDSSevere.png",images/a0d4d479c22f61665000e20fb8c05385cc134327.png,tags/a0d4d479c22f61665000e20fb8c05385cc134327_ubmE47Yd9txatbHMg.png,masks/a0d4d479c22f61665000e20fb8c05385cc134327_ubmE47Yd9txatbHMg.png,790x631,0,198,408,225,,"undefined",0,198,408,225,
491,,"COVID-19 Airways","Airways",,"41591_2020_819_Fig1_HTML.webp-day5.png",images/f882ca3c954fe9cc12c54e4e9f8deee159345f79.png,tags/f882ca3c954fe9cc12c54e4e9f8deee159345f79_xA4yzY9pPE26tZJCW.png,masks/f882ca3c954fe9cc12c54e4e9f8deee159345f79_xA4yzY9pPE26tZJCW.png,256x247,0,98,46,127,,"undefined",0,98,46,127,
492,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"41591_2020_819_Fig1_HTML.webp-day5.png",images/f882ca3c954fe9cc12c54e4e9f8deee159345f79.png,tags/f882ca3c954fe9cc12c54e4e9f8deee159345f79_TMisR5ci2J4bR5HQM.png,masks/f882ca3c954fe9cc12c54e4e9f8deee159345f79_TMisR5ci2J4bR5HQM.png,256x247,63,87,114,144,,"undefined",63,87,114,144,
493,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"41591_2020_819_Fig1_HTML.webp-day5.png",images/f882ca3c954fe9cc12c54e4e9f8deee159345f79.png,tags/f882ca3c954fe9cc12c54e4e9f8deee159345f79_Ckybzb8b5pxnGWm8L.png,masks/f882ca3c954fe9cc12c54e4e9f8deee159345f79_Ckybzb8b5pxnGWm8L.png,256x247,105,18,210,115,,"undefined",105,18,210,115,
494,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"41591_2020_819_Fig1_HTML.webp-day5.png",images/f882ca3c954fe9cc12c54e4e9f8deee159345f79.png,tags/f882ca3c954fe9cc12c54e4e9f8deee159345f79_LiinLQtzRNLgzd9P8.png,masks/f882ca3c954fe9cc12c54e4e9f8deee159345f79_LiinLQtzRNLgzd9P8.png,256x247,26,136,98,216,,"undefined",26,136,98,216,
495,,"COVID-19 Right Lung","Right Lung",,"41591_2020_819_Fig1_HTML.webp-day5.png",images/f882ca3c954fe9cc12c54e4e9f8deee159345f79.png,tags/f882ca3c954fe9cc12c54e4e9f8deee159345f79_rKNSHRYfFHKCKKp3c.png,masks/f882ca3c954fe9cc12c54e4e9f8deee159345f79_rKNSHRYfFHKCKKp3c.png,256x247,25,13,101,191,,"undefined",25,13,101,191,
496,,"COVID-19 Airways","Airways",,"auntminnie-a-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/1eb3454b711c05efb305e649790028757154980c.jpg,tags/1eb3454b711c05efb305e649790028757154980c_4SHwpKDxxrfns9QFg.png,masks/1eb3454b711c05efb305e649790028757154980c_4SHwpKDxxrfns9QFg.png,882x888,0,258,256,337,,"undefined",0,258,256,337,
497,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"auntminnie-a-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/1eb3454b711c05efb305e649790028757154980c.jpg,tags/1eb3454b711c05efb305e649790028757154980c_Qb5Kjo5GZouMnQxTg.png,masks/1eb3454b711c05efb305e649790028757154980c_Qb5Kjo5GZouMnQxTg.png,882x888,111,264,465,440,,"undefined",111,264,465,440,
498,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"auntminnie-a-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/1eb3454b711c05efb305e649790028757154980c.jpg,tags/1eb3454b711c05efb305e649790028757154980c_HdEQk4PXmattD9dqq.png,masks/1eb3454b711c05efb305e649790028757154980c_HdEQk4PXmattD9dqq.png,882x888,9,364,485,575,,"undefined",9,364,485,575,
499,,"COVID-19 Right Lung","Right Lung",,"auntminnie-a-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/1eb3454b711c05efb305e649790028757154980c.jpg,tags/1eb3454b711c05efb305e649790028757154980c_LwppdLeKBQ2dkrzRD.png,masks/1eb3454b711c05efb305e649790028757154980c_LwppdLeKBQ2dkrzRD.png,882x888,46,44,343,551,,"undefined",46,44,343,551,
500,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"auntminnie-a-2020_01_28_23_51_6665_2020_01_28_Vietnam_coronavirus.jpeg",images/1eb3454b711c05efb305e649790028757154980c.jpg,tags/1eb3454b711c05efb305e649790028757154980c_KdD7iXgnhjAC5wnpP.png,masks/1eb3454b711c05efb305e649790028757154980c_KdD7iXgnhjAC5wnpP.png,882x888,32,59,744,513,,"undefined",32,59,744,513,
501,,"COVID-19 Airways","Airways",,"41591_2020_819_Fig1_HTML.webp-day10.png",images/a59b71e32a62d719307dde9c6d07e38a37c53208.png,tags/a59b71e32a62d719307dde9c6d07e38a37c53208_7LNCHciyGN4DnXzYA.png,masks/a59b71e32a62d719307dde9c6d07e38a37c53208_7LNCHciyGN4DnXzYA.png,255x249,0,117,43,135,,"undefined",0,117,43,135,
502,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"41591_2020_819_Fig1_HTML.webp-day10.png",images/a59b71e32a62d719307dde9c6d07e38a37c53208.png,tags/a59b71e32a62d719307dde9c6d07e38a37c53208_5ggSkyDoyEGpnykGv.png,masks/a59b71e32a62d719307dde9c6d07e38a37c53208_5ggSkyDoyEGpnykGv.png,255x249,89,102,101,136,,"undefined",89,102,101,136,
503,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"41591_2020_819_Fig1_HTML.webp-day10.png",images/a59b71e32a62d719307dde9c6d07e38a37c53208.png,tags/a59b71e32a62d719307dde9c6d07e38a37c53208_CdDHLf262qP8ZLYs5.png,masks/a59b71e32a62d719307dde9c6d07e38a37c53208_CdDHLf262qP8ZLYs5.png,255x249,86,201,28,142,,"undefined",86,201,28,142,
504,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"41591_2020_819_Fig1_HTML.webp-day10.png",images/a59b71e32a62d719307dde9c6d07e38a37c53208.png,tags/a59b71e32a62d719307dde9c6d07e38a37c53208_jDLuhd4b24Go3T98m.png,masks/a59b71e32a62d719307dde9c6d07e38a37c53208_jDLuhd4b24Go3T98m.png,255x249,51,149,83,184,,"undefined",51,149,83,184,
505,,"COVID-19 Right Lung","Right Lung",,"41591_2020_819_Fig1_HTML.webp-day10.png",images/a59b71e32a62d719307dde9c6d07e38a37c53208.png,tags/a59b71e32a62d719307dde9c6d07e38a37c53208_dwp5bvyuzk3sqXDMw.png,masks/a59b71e32a62d719307dde9c6d07e38a37c53208_dwp5bvyuzk3sqXDMw.png,255x249,48,43,92,179,,"undefined",48,43,92,179,
506,,"COVID-19 Airways","Airways",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_mctRKbzgSfpoiW9cN.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_mctRKbzgSfpoiW9cN.png,999x816,0,376,162,516,,"undefined",0,376,162,516,
507,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_nNHAEnYAMiJCdZHeF.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_nNHAEnYAMiJCdZHeF.png,999x816,259,343,391,557,,"undefined",259,343,391,557,
508,,"COVID-19 Central Venous Line","Central Venous Line",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_tayT4w3bKDymCzigZ.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_tayT4w3bKDymCzigZ.png,999x816,37,352,246,475,,"undefined",37,352,246,475,
509,,"COVID-19 Consolidation","Consolidation",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_APc9LutNySv74y4jF.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_APc9LutNySv74y4jF.png,999x816,171,161,669,566,,"undefined",171,161,669,566,
510,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_fAEiZ5GL3GYHo42ZL.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_fAEiZ5GL3GYHo42ZL.png,999x816,0,382,46,300,,"undefined",0,382,46,300,
511,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_jcdwCQrnoPsTQZCDX.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_jcdwCQrnoPsTQZCDX.png,999x816,130,116,558,657,,"undefined",130,116,558,657,
512,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_NHEESu3dsFkX63Dwn.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_NHEESu3dsFkX63Dwn.png,999x816,105,464,448,696,,"undefined",105,464,448,696,
513,,"COVID-19 Monitoring Probes","Monitoring Probes",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,,,999x816,0,0,999,816,,"undefined",,,,,
514,,"COVID-19 Nosogastric Tube","Nosogastric Tube",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_Et9exn6335rtQRihj.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_Et9exn6335rtQRihj.png,999x816,0,431,234,816,,"undefined",0,431,234,816,
515,,"COVID-19 Pleural Effusion","Pleural Effusion",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_FHemkxL8nv9pXcDYe.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_FHemkxL8nv9pXcDYe.png,999x816,670,829,79,131,,"undefined",670,829,79,131,
516,,"COVID-19 Right Lung","Right Lung",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_Lh5Lw3kvKzAE2fP3R.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_Lh5Lw3kvKzAE2fP3R.png,999x816,132,109,338,677,,"undefined",132,109,338,677,
517,,"COVID-19 Tubings","Tubings",,"acute-respiratory-distress-syndrome-ards.jpg",images/89ce8dca5e84692cc71e6bf84daaab1adce1ef31.jpg,tags/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_RYBSn45wxNj34mv3o.png,masks/89ce8dca5e84692cc71e6bf84daaab1adce1ef31_RYBSn45wxNj34mv3o.png,999x816,0,0,999,469,,"undefined",0,0,999,469,
518,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg",images/a030289f84b6cffae3c943d33153fd498cf5e679.jpg,tags/a030289f84b6cffae3c943d33153fd498cf5e679_6RTvgdfyF8zE5SRRj.png,masks/a030289f84b6cffae3c943d33153fd498cf5e679_6RTvgdfyF8zE5SRRj.png,1300x1127,250,431,552,635,,"undefined",250,431,552,635,
